brand,model,year,fuel_type,transmission,km_driven,owner_type,city,mileage,engine_cc,condition_rating,original_price,listed_price,estimated_final_price,days_to_sell,bargain_percent,car_age,depreciation_amount,resale_value_percent,demand_score,brand_popularity_score,price_per_km,premium_car
Toyota,Fortuner,2015,Petrol,Automatic,175845,Second,Lucknow,15,2755,4,3082182,537532,440776,59,18,10,2606390,17.44,7.13,9,3.06,1
Renault,Kwid,2020,Petrol,Automatic,60781,Third,Lucknow,16,799,6,531717,351837,281469,44,20,5,186257,66.17,7.81,6,5.79,0
Honda,Amaze,2021,Diesel,Automatic,43582,Second,Pune,26,1199,6,1066116,681994,613794,31,10,4,385609,63.97,7.26,7,15.65,0
MG,Astor,2016,Petrol,Manual,167980,Third,chennai,17,1497,4,1156193,274017,221953,70,19,9,866324,23.7,5.04,7,1.63,0
Hyundai,Alcazar,2025,Diesel,Automatic,2667,Third,Jaipur,27,1999,10,2443766,2321577,2112635,43,9,0,0,95,9.93,8,870.48,0
Nissan,Magnite,2020,Petrol,Manual,137003,Fourth,Surat,21,999,6,926815,513270,456810,53,11,5,388470,55.38,5.79,5,3.75,0
Tata,Safari,2025,Diesel,Manual,3979,First,Pune,25,1956,10,2772748,2634110,2212652,34,16,0,0,95,10,8,662,0
Volkswagen,Taigun,2019,Petrol,Manual,59441,Second,Chennai,17,1498,7,1362530,739308,672770,44,9,6,619738,54.26,7.91,6,12.44,0
Volkswagen,Polo,2022,Petrol,Manual,42951,Second,Lucknow,20,999,7,1021962,66652,573209,29,14,3,332906,65.22,5.77,6,15.52,0
Maruti,Ertiga,2024,Diesel,Manual,8098,First,Bangalore,23,1462,10,1231819,1040147,863322,15,17,1,169643,84.44,9.36,10,128.44,0
Maruti,Baleno,2016,Petrol,Automatic,78672,First,Jaipur,13,1197,5,722399,201693,173455,63,14,9,506882,27.92,5.59,9,2.56,0
Skoda,Kushaq,2019,Petrol,Automatic,105276,First,Bangalore,15,1498,6,1245002,602954,524569,28,13,6,631467,48.43,6.07,7,5.73,0
Kia,Carens,2018,Petrol,Manual,140886,Second,Hyderabad,20,1497,6,1110685,477150,391263,44,18,7,609663,42.96,6.61,8,3.39,0
Ford,Aspire,2021,Diesel,Automatic,56230,Second,Ahmedabad,22,1194,6,1058658,702207,624964,32,11,4,342934,66.33,5.51,6,12.49,0
Nissan,Magnite,2023,Petrol,Manual,18542,First,Delhi,16,999,10,931508,783770,752419,20,4,2,160450,84.14,9.45,5,42.27,0
Toyota,Urban Cruiser,2023,Petrol,Automatic,29599,Second,Bangalore,17,1462,10,1260810,1011295,849487,13,16,2,276737,80.21,9.31,8,34.17,0
Hyundai,Venue,2024,Petrol,Manual,22375,Second,Ahmedabad,19,1197,9,1216446,1061592,891737,29,16,1,147871,87.27,10,10,47.45,0
MG,Hector,2024,Petrol,Manual,23964,Second,Hyderabad,20,1956,9,2076690,1799244,1547349,30,14,1,245348,86.64,7.73,8,75.08,0
Tata,Safari,2023,CNG,Manual,27958,Second,Mumbai,22,1956,10,2351461,1885166,1828611,29,3,2,406482,80.17,8.83,7,67.43,0
Kia,EV6,2020,CNG,Automatic,63038,Second,Nagpur,27,0,6,7553146,4417835,3666803,26,17,5,3158702,58.49,7.81,7,70.08,1
MG,ZS EV,2022,Petrol,Automatic,37782,First,Hyderabad,19,0,7,2828967,1887486,1566613,43,17,3,897755,66.72,7.84,8,49.96,1
Kia,Seltos,2013,Petrol,Automatic,227710,Third,Hyderabad,15,1497,1,1075416,161312,143567,71,11,12,1019257,15,2.36,7,0.71,0
Ford,Figo,2021,Diesel,Manual,89101,Fourth,Chandigarh,21,1194,7,968217,650545,559468,28,14,4,327260,67.19,7.96,5,7.3,0
Maruti,Dzire,2023,Petrol,Manual,16420,First,Bangalore,17,1197,10,925206,765793,643266,18,16,2,181777,82.77,9.92,10,46.64,0
Maruti,Swift,2023,Petrol,Manual,25271,First,Lucknow,17,1197,9,1070542,872812,750618,35,14,2,192934,81.53,8.65,10,34.54,0
Maruti,Baleno,2023,Diesel,Manual,21480,First,mumbai,26,1197,10,1150773,937304,815454,17,13,2,223353,81.45,8.39,9,43.64,0
Volkswagen,Virtus,2024,Petrol,Automatic,20741,Third,Bhopal,,1496,10,1643938,1415430,1203115,28,15,1,201708,86.1,9.04,6,68.24,0
Nissan,Kicks,2021,Diesel,Manual,46824,Second,Bhopal,26,1461,7,1330045,943932,840099,31,11,4,367850,70.97,5.59,5,20.16,0
Honda,Jazz,2014,Petrol,Automatic,335599,Fourth,Surat,16,1199,4,753743,113061,92710,58,18,11,716071,15,5.56,7,0.34,0
Mahindra,XUV700,2025,CNG,Automatic,5757,Second,Surat,30,2184,9,2933912,2787216,2536366,34,9,0,0,95,8.67,8,484.14,1
Kia,Carens,2019,Diesel,Manual,92314,First,Ahmedabad,18,1497,7,1402849,805375,700676,47,13,6,581090,57.41,7.58,7,8.72,0
Kia,Carens,2023,Diesel,Automatic,22801,Second,Chandigarh,21,1497,10,1670605,1315601,1091948,41,17,2,355127,78.75,8.53,7,57.7,0
Volkswagen,Taigun,2021,CNG,Automatic,81244,Third,Hyderabad,20,1498,5,1444753,958882,776694,61,19,4,449679,66.37,5.15,6,11.8,0
Mahindra,XUV400,2022,Diesel,Manual,45248,Second,Hyderabad,23,0,7,2214194,1675480,1390648,50,17,3,603865,75.67,8.46,7,37.03,0
Tata,Punch,2021,Petrol,Manual,50600,First,Mumbai,18,1197,8,1096218,773929,735232,33,5,4,320479,70.6,6.96,7,15.3,0
Mahindra,XUV700,2018,Diesel,Automatic,110992,First,Chennai,25,2184,7,2080068,967023,841310,50,13,7,1122671,46.49,7.79,9,8.71,1
Hyundai,Alcazar,2018,Diesel,Automatic,77075,First,Delhi,20,1999,9,2071610,1100232,946199,42,14,7,993392,53.11,7.47,8,14.27,0
Toyota,Fortuner,2019,Diesel,Manual,113597,Second,Lucknow,28,2755,5,4756857,2554432,2350077,32,8,6,2090130,53.7,6.53,9,22.49,1
Hyundai,Venue,2023,Petrol,Automatic,49051,Third,Coimbatore,13,1197,6,1073301,826978,744280,33,10,2,231510,77.05,7.17,9,16.86,0
Honda,Amaze,2015,Diesel,Manual,172376,First,Kolkata,26,1199,3,889316,174394,151722,59,13,10,715220,19.61,3.97,9,1.01,0
Hyundai,i20,2018,Diesel,Manual,104560,First,Lucknow,16,1196,5,898331,395535,371802,50,6,7,516713,44.03,6.34,9,3.78,0
MG,Astor,2023,Diesel,Manual,34751,First,Surat,21,1497,8,1534560,1211995,1139275,38,6,2,285879,78.98,9.09,8,34.88,0
MG,Gloster,2017,Petrol,Automatic,169232,Third,Nagpur,16,1996,4,4002540,1756314,1527993,57,13,8,2218540,43.88,4.48,7,10.38,1
Maruti,Ciaz,2014,Petrol,Manual,270275,Third,Jaipur,19,1462,3,874421,131163,123293,65,6,11,859568,15,4.83,10,0.49,0
Kia,Carens,2019,Diesel,Manual,120722,Second,Delhi,29,1497,6,1223728,619083,606701,40,2,6,597150,50.59,7.19,6,5.13,0
Skoda,Kushaq,2022,Diesel,Manual,34135,Second,Hyderabad,22,1498,10,1408623,988289,830162,25,16,3,404165,70.16,7.44,5,28.95,0
Hyundai,Venue,2017,Petrol,Manual,126958,Third,Chandigarh,13,1197,4,800695,338533,274211,62,19,8,439549,42.28,7.04,8,,0
Nissan,Magnite,2021,Petrol,Automatic,87647,Second,Kolkata,13,999,7,916070,624851,518626,37,17,4,303133,68.21,7.99,6,7.13,0
Tata,Harrier,2010,Petrol,Automatic,258236,Second,Coimbatore,20,1956,3,1073753,161062,138513,58,14,15,1121216,15,3.47,7,0.62,0
Mahindra,XUV400,2024,Petrol,Manual,17734,First,Bhopal,20,0,9,2171389,1873691,1705058,25,9,1,291434,86.29,7.97,7,105.66,0
Ford,EcoSport,2024,Petrol,Manual,17167,First,Coimbatore,21,1497,10,1359195,1218654,1182094,24,3,1,144980,89.66,9.47,5,70.99,0
Toyota,Camry,2024,Petrol,Automatic,15129,First,Kolkata,22,2487,10,6630487,5867980,5339861,26,9,1,716833,88.5,8.5,9,387.86,1
Hyundai,Alcazar,2013,Diesel,Manual,269637,Fourth,Kolkata,20,1999,2,1651656,247748,232883,57,6,12,1591475,15,3.56,10,0.92,0
Renault,Kwid,2022,Petrol,Manual,40521,Second,Kolkata,21,799,7,583117,430631,404793,34,6,3,152608,73.85,7.29,5,10.63,0
Toyota,Fortuner,2020,Petrol,Automatic,90026,First,Bangalore,24,2755,7,5026084,3140799,2983759,48,5,5,1997365,62.49,6.99,8,34.89,1
Nissan,Terrano,2021,Diesel,Automatic,60940,First,Lucknow,19,1461,6,1204151,869999,782999,40,10,4,353227,72.25,,4,14.28,0
Kia,EV6,2019,Petrol,Automatic,101599,First,Lucknow,14,0,5,7689393,4659772,4240392,48,9,6,3241466,60.6,7.34,7,45.86,1
Kia,Sonet,2016,CNG,Manual,147971,Second,Surat,20,1199,6,930445,263502,247691,43,6,9,663636,28.32,5.43,6,1.78,0
Maruti,Swift,2025,Petrol,Manual,500,First,Coimbatore,14,1197,10,1009762,959273,911309,21,5,0,0,95,9.22,10,,0
Toyota,Innova,2021,Diesel,Automatic,76147,Second,Jaipur,27,2393,7,2642431,1909156,1813698,38,5,4,741170,72.25,9.41,10,25.07,0
Hyundai,Venue,2025,Diesel,Automatic,4382,Second,Surat,28,1197,10,1135326,1078559,938346,17,13,0,0,95,9.89,8,246.13,0
Toyota,Fortuner,2024,Petrol,Automatic,14694,First,Nagpur,18,2755,9,4954305,4263674,4178400,24,2,1,598894,86.06,9.57,9,290.16,1
Mahindra,XUV700,2014,Petrol,Manual,165738,Third,Bhopal,21,2184,4,2072164,310824,298391,48,4,11,1974109,15,5.82,7,1.88,1
Ford,Endeavour,2020,Petrol,Automatic,46731,First,Surat,21,1996,7,5128018,2746053,2526368,,8,5,2356031,53.55,6.43,6,58.76,1
Maruti,Brezza,2022,Diesel,Automatic,90552,Fourth,Bangalore,22,1462,7,1125457,783318,720652,21,8,3,334826,69.6,7.25,10,21.08,0
Mahindra,Bolero,2018,Petrol,Manual,77855,First,Coimbatore,17,1493,6,1152493,586388,527749,34,10,7,593082,50.88,5.62,9,20.67,0
Renault,Kwid,2021,Petrol,Manual,76371,Second,Chandigarh,13,799,6,498806,337093,300012,38,11,4,176135,67.58,5.58,5,4.41,0
Tata,Altroz,2025,Petrol,Automatic,500,Fourth,Bangalore,13,1199,10,950815,903274,722619,36,20,0,0,95,9.29,7,1806.55,0
Nissan,Terrano,2017,Diesel,Automatic,120928,Fourth,Kolkata,20,1461,4,1050386,306922,263952,51,14,8,736096,29.22,6.17,5,2.54,0
Nissan,Magnite,2022,Diesel,Manual,86319,Fourth,Surat,21,999,7,910240,619964,545568,48,12,3,298930,68.11,8.04,6,7.18,0
Renault,Kwid,2020,Petrol,Manual,96037,Second,Delhi,17,799,7,469607,296462,290532,48,2,5,162966,63.13,7.17,5,3.09,0
Mahindra,XUV400,2022,Diesel,Automatic,40674,First,Chandigarh,26,0,9,2275011,1671223,1453964,38,13,3,662873,73.46,9.33,7,41.09,0
Skoda,Kushaq,2018,CNG,Manual,125509,Third,Ahmedabad,26,1498,5,1349575,631331,511378,55,19,7,703865,46.78,4.37,5,5.03,0
Toyota,Urban Cruiser,2023,Petrol,Manual,28615,Second,Bhopal,17,1462,9,1201498,996402,896761,33,10,2,204703,82.93,9.58,9,34.82,0
Tata,Safari,2023,Diesel,Manual,60253,Third,Chandigarh,22,1956,8,2334838,1778446,1529463,29,14,2,508668,76.17,9.15,9,29.52,0
MG,ZS EV,2020,Diesel,Automatic,92435,Second,Pune,23,0,7,2950459,1905406,1810135,30,5,5,1080956,64.58,8.24,8,20.61,1
Mahindra,XUV400,2013,CNG,Manual,253517,Fourth,Lucknow,29,0,2,1477370,221605,199444,67,10,12,1368853,15,3.06,8,0.87,0
Toyota,Innova,2013,CNG,Manual,121034,First,Pune,22,2393,4,1673077,250961,205788,48,18,12,1625962,15,5.87,8,2.07,0
Honda,Jazz,2020,CNG,Manual,85247,First,Ahmedabad,28,1199,7,1024476,642961,610812,23,5,5,386362,62.76,7.46,9,7.54,0
Tata,Altroz,2024,Diesel,Manual,15025,Second,Pune,20,1199,9,1144434,1025641,882051,17,14,1,129513,89.62,9.78,9,68.26,0
Hyundai,Aura,2023,Petrol,Automatic,29271,Second,Pune,14,1197,8,1064993,812057,682127,46,16,2,233280,76.25,7.02,8,27.74,0
Renault,Duster,2010,Diesel,Automatic,135808,First,Chennai,28,1498,2,736311,110446,103819,75,6,15,1012736,15,2.37,5,0.81,0
Skoda,Octavia,2020,Diesel,Automatic,79095,Second,Chandigarh,27,1986,8,3139863,1962414,1923165,40,2,5,1185018,62.5,7.26,5,24.81,1
Kia,Seltos,2020,Petrol,Manual,70245,First,Mumbai,18,1497,7,1402082,907147,879932,27,3,5,521836,64.7,7.77,6,12.91,0
Mahindra,XUV300,2023,Diesel,Automatic,62384,Third,Kolkata,20,1199,8,1215709,972567,836407,42,14,2,263384,80,9.1,9,15.59,0
Skoda,Octavia,2025,Petrol,Automatic,500,Second,Pune,18,1984,10,3548162,3370753,2999970,22,11,0,0,95,7.72,7,6741.51,1
Mahindra,Thar,2023,Petrol,Manual,30454,Second,Bangalore,17,2184,9,2170219,1730966,1592488,35,8,2,478645,79.76,7.29,8,56.84,0
Hyundai,Aura,2023,CNG,Manual,34202,Second,Chandigarh,22,1197,10,989967,790488,727248,37,8,2,216093,79.85,9.96,10,23.11,0
Nissan,Magnite,2025,CNG,Manual,3156,First,Coimbatore,21,999,10,1187379,1128010,947528,12,16,0,0,95,7.35,6,357.42,0
MG,Astor,2021,Diesel,Manual,76920,Second,Coimbatore,22,1497,7,1288145,838324,762874,47,9,4,436097,65.08,7.84,8,10.9,0
Maruti,Brezza,2019,Petrol,Automatic,79584,First,Jaipur,20,1462,7,1209141,659102,586600,30,11,6,542270,54.51,8.96,9,8.28,0
Nissan,Kicks,2019,CNG,Manual,100258,Second,Chennai,26,1461,5,1322960,641503,551692,54,14,6,643337,48.49,5.48,6,6.4,0
Toyota,Fortuner,2018,Diesel,Manual,134757,Third,Hyderabad,20,2754,4,4247512,1911380,1777583,38,7,7,2283517,45,6.14,9,,1
Hyundai,Venue,2022,Petrol,Manual,29219,First,Chennai,14,1197,8,1040527,756150,680535,43,10,3,304930,72.67,7.41,10,25.88,0
Kia,Carens,2020,Diesel,Manual,79838,Third,Chandigarh,17,1499,6,1271244,743423,698817,35,6,5,553337,58.48,7.38,8,9.31,0
Renault,Kwid,2023,CNG,Automatic,32413,First,Kolkata,22,799,8,653649,539914,523716,24,3,2,114860,82.6,8.6,5,16.66,0
Nissan,Kicks,2024,Petrol,Automatic,15561,First,Lucknow,13,1461,10,1575486,1350506,1120919,20,17,1,206429,85.72,6.93,4,86.79,0
Tata,Harrier,2025,Petrol,Automatic,1789,Second,Delhi,16,1956,10,2403470,2283296,2054966,37,10,0,0,95,9.76,8,1276.3,0
Toyota,Fortuner,2020,Petrol,Automatic,55047,First,Pune,13,2755,8,4264537,2796683,2740749,35,2,5,1537922,65.58,8.77,10,50.81,1
Skoda,Octavia,2022,Petrol,Automatic,35946,First,Ahmedabad,15,1984,7,3461576,2404756,2164280,40,10,3,1008074,69.47,7.22,5,66.9,1
Renault,Kiger,2021,Diesel,Manual,35796,First,Hyderabad,24,999,6,917306,573683,516314,35,10,4,336568,62.54,6.92,6,16.03,0
Ford,Figo,2023,Diesel,Automatic,25533,Second,Chandigarh,19,1194,8,866355,686326,603966,37,12,2,187223,79.22,8.72,6,26.88,0
MG,Hector,2023,CNG,Automatic,13016,First,Chandigarh,30,1956,10,2030637,1621869,1427244,25,12,2,363281,79.87,9.19,8,124.61,0
Tata,Altroz,2024,Petrol,Manual,17544,First,Kolkata,15,1199,10,1081297,956515,822602,29,14,1,132098,88.46,9.08,9,54.52,0
Mahindra,Thar,2025,Petrol,Automatic,500,Third,Nagpur,18,2184,9,2125784,2019494,1878129,41,7,0,0,95,10,8,4038.99,0
Mahindra,XUV400,2018,Petrol,Automatic,100424,First,Delhi,19,0,7,1646826,857666,780476,33,9,7,808502,52.08,8.04,7,8.54,0
Maruti,Baleno,2011,Diesel,Manual,265864,Second,Nagpur,19,1197,3,556133,83419,70906,56,15,14,696958,15,4.09,10,0.31,0
MG,Gloster,2025,Petrol,Automatic,1025,Third,Surat,21,1996,9,5498555,5223627,4178901,24,20,0,0,95,8.19,6,5096.22,1
Maruti,Swift,2020,Diesel,Automatic,85128,Second,Nagpur,24,1197,7,839565,553944,465312,46,16,5,305528,65.98,8.65,9,6.51,0
Hyundai,Creta,2021,Diesel,Manual,97034,Second,Bhopal,25,1493,6,1341638,892457,749663,32,16,4,422763,66.52,6.78,9,9.2,0
Tata,Punch,2025,Petrol,Manual,500,First,Jaipur,16,1199,10,1238446,1176523,1035340,31,12,0,0,95,8.51,9,2353.05,0
Nissan,Magnite,2021,Petrol,Manual,57004,Third,Hyderabad,16,999,5,958370,635686,559403,60,12,4,318789,66.33,5.8,5,11.15,0
Volkswagen,Virtus,2022,Petrol,Automatic,53853,Second,Bhopal,18,1498,8,1399114,990712,852012,45,14,3,383798,70.81,8.08,7,18.4,0
Honda,HR-V,2022,Diesel,Manual,45975,Third,Jaipur,24,1498,8,1450144,1059910,826729,34,22,3,396266,73.09,8.85,9,23.05,0
Maruti,Ciaz,2024,Petrol,Manual,15933,First,Lucknow,14,1462,10,1154689,988182,968418,21,2,1,143557,85.58,10,10,62.02,0
Hyundai,Aura,2024,Petrol,Automatic,9066,Second,Mumbai,21,1197,10,936070,794161,746511,17,6,1,124733,84.84,10,9,87.6,0
Volkswagen,Vento,2017,CNG,Manual,83078,First,Ahmedabad,26,1598,4,942460,319870,271889,64,15,8,622504,33.94,4.86,5,3.85,0
Skoda,Kushaq,2020,Petrol,Manual,93100,Third,Lucknow,14,1498,6,1377872,724622,623174,36,14,5,611966,52.59,6.69,6,7.78,0
Maruti,Brezza,2012,Petrol,Automatic,160946,First,Lucknow,19,1462,2,756279,113441,106634,65,6,13,771403,15,3.87,10,0.7,0
Toyota,Camry,2019,Petrol,Automatic,87779,Third,Delhi,15,2487,5,5983026,3195534,2939891,57,8,6,2628758,53.41,7.25,10,36.4,1
Kia,Carens,2016,Petrol,Manual,217705,Second,Bangalore,22,1497,6,1288346,267074,245708,55,8,9,1003029,20.73,6.2,8,1.23,0
Mahindra,Scorpio,2024,Petrol,Manual,29004,Fourth,Jaipur,20,2184,8,2353827,2057480,1790007,20,13,1,287084,87.41,,8,,0
Kia,Seltos,2019,Diesel,Automatic,134827,Second,Pune,19,1497,7,1398177,602893,566719,29,6,6,771630,43.12,7.83,7,4.47,0
MG,ZS EV,2019,Diesel,Automatic,59103,First,Surat,17,0,6,2375346,1342545,1181439,41,12,6,983348,56.52,7.38,8,22.72,1
Tata,Punch,2022,CNG,Automatic,55013,Second,Ahmedabad,25,1199,8,1095773,754987,641738,38,15,3,332949,68.9,8.76,8,13.72,0
Hyundai,Venue,2022,Petrol,Manual,42239,Second,Ahmedabad,20,1197,7,1214439,855086,778128,40,9,3,331303,70.41,8.98,8,20.24,0
MG,ZS EV,2016,Petrol,Automatic,155177,First,Hyderabad,15,0,5,2059619,426959,379993,29,11,9,1624157,20.73,5.31,6,2.75,1
MG,Hector,2024,Petrol,Manual,21977,Third,Kolkata,22,1956,8,2067134,1783316,1515818,,15,1,260686,86.27,8.89,8,81.14,0
Tata,Punch,2023,CNG,Manual,17386,First,Jaipur,24,1199,9,1019697,821773,747813,27,9,2,196884,80.59,8.58,9,,0
Renault,Duster,2025,Petrol,Manual,500,First,Surat,13,1498,10,1684702,1600466,1440419,39,10,0,0,95,8.42,6,3200.93,0
Kia,Seltos,2020,Petrol,Manual,133477,Third,Ahmedabad,17,1497,6,1295193,823483,749369,50,9,5,463066,63.58,7.04,7,6.17,0
Renault,Duster,2016,Diesel,Automatic,137567,First,Lucknow,21,1498,5,968837,232520,209268,61,10,9,752772,24,5.29,5,1.69,0
Ford,Aspire,2023,Diesel,Manual,15672,First,Bhopal,25,1194,9,1054613,861829,741172,43,14,2,196001,81.72,8.42,4,54.99,0
Honda,WR-V,2022,Petrol,Manual,35688,First,Coimbatore,13,1199,8,1363771,941820,791128,36,16,3,438551,69.06,7.12,7,26.39,0
Tata,Punch,2024,Petrol,Automatic,10623,Second,Delhi,19,1199,10,1086857,925458,842166,31,9,1,134861,85.15,10,8,87.12,0
Hyundai,i20,2024,Diesel,Manual,10244,First,Bhopal,21,1197,10,1138329,1011291,879823,26,13,1,143534,88.84,10,8,98.72,0
Hyundai,Venue,2022,Petrol,Automatic,32535,First,Chennai,20,1197,7,1222089,810733,697230,24,14,3,387198,66.34,8.56,10,24.92,0
Hyundai,Verna,2025,Petrol,Manual,500,First,Lucknow,14,1497,10,1562047,1483944,1439425,39,3,0,0,95,9.42,8,2967.89,0
Mahindra,Scorpio,2024,Petrol,Manual,20987,Second,Hyderabad,13,2184,10,2480851,2259311,2101159,32,7,1,295267,91.07,8.44,8,107.65,0
Nissan,Terrano,2023,Petrol,Automatic,32389,Second,Bangalore,14,1463,8,1296442,1037542,985664,31,5,2,263128,80.03,7.44,4,32.03,0
Kia,EV6,2016,Petrol,Automatic,132337,Third,Pune,21,0,5,7169057,2805968,2525371,,10,9,4399639,39.14,6.19,6,21.2,1
Maruti,Ciaz,2017,Petrol,Automatic,96640,First,Bhopal,15,1462,6,992321,358227,343897,38,4,8,641112,36.1,7.03,9,3.71,0
MG,Astor,2021,Diesel,Manual,62365,Second,Bangalore,17,1496,7,1619161,1074637,1010158,23,6,4,563766,66.37,6.91,6,17.23,0
Renault,Kwid,2015,Diesel,Automatic,271549,Third,Bangalore,22,799,5,447594,92383,75754,45,18,10,352440,20.64,,5,0.34,0
Mahindra,XUV400,2021,Petrol,Manual,102017,Third,Delhi,18,0,7,2147240,1390767,1196059,41,14,4,752689,64.77,6.97,8,13.63,0
Maruti,WagonR,2012,Petrol,Manual,241998,Second,Pune,21,1197,2,513951,77092,72466,73,6,13,532506,15,5.88,10,0.32,0
Toyota,Fortuner,2025,Petrol,Manual,844,Second,Chennai,21,2755,9,5846387,5554067,4943119,9,11,0,0,95,10,10,6580.65,1
Toyota,Camry,2018,Petrol,Automatic,86158,Second,Kolkata,13,,7,5454502,2735978,2626538,29,4,7,2636424,50.16,8.47,8,31.76,1
MG,Astor,2025,CNG,Automatic,2058,First,Delhi,22,1497,10,1665607,1582326,1550679,32,2,0,0,95,9.73,7,768.87,0
Mahindra,XUV300,2023,Petrol,Automatic,26677,Second,Chennai,16,1199,8,1048864,862900,733465,37,15,2,212941,82.27,8.23,8,32.35,0
Volkswagen,Polo,2022,Petrol,Automatic,51716,First,Chandigarh,20,,9,1133607,790010,726809,46,8,3,373887,69.69,7.39,7,15.28,0
Skoda,Slavia,2018,Petrol,Manual,150866,Third,Hyderabad,17,1498,6,1244671,611133,513351,42,16,7,636883,49.1,7.05,6,4.05,0
Honda,Amaze,2021,Petrol,Manual,61813,Fourth,Coimbatore,,1199,5,903414,591374,544064,36,8,4,330839,65.46,5.93,7,9.57,0
Honda,Elevate,2022,Petrol,Automatic,35351,First,Chennai,17,1200,7,1169697,851071,731921,39,14,3,307488,72.76,6.92,7,24.07,0
Honda,City,2023,Diesel,Automatic,53720,Third,Surat,27,1497,8,1450440,1133373,997368,48,12,2,296305,78.14,8.67,7,21.1,0
Hyundai,Alcazar,2019,Petrol,Manual,67066,Second,Bangalore,20,1997,5,2121223,1096460,997778,33,9,6,1008740,51.69,6.16,10,16.35,0
Tata,Altroz,2024,Diesel,Automatic,25806,Second,Kolkata,24,1199,10,1001617,876414,718659,35,18,1,128673,87.5,10,9,33.96,0
Tata,Tigor,2021,Petrol,Manual,52933,Second,Chandigarh,20,1199,7,751994,510453,490034,,4,4,254504,67.88,6.22,8,9.64,0
Skoda,Octavia,2016,Petrol,Automatic,155970,First,Surat,22,1984,5,2573755,604832,526203,41,13,9,1965891,23.5,6.22,7,3.88,1
Honda,City,2020,Petrol,Automatic,78179,First,Coimbatore,22,,6,1382050,888934,755593,55,15,5,490687,64.32,7.13,7,11.37,0
Toyota,Camry,2025,Diesel,Automatic,500,Second,Coimbatore,24,2487,10,6492865,6168221,5551398,33,10,0,0,95,10,9,12336.44,1
MG,ZS EV,2023,Petrol,Automatic,18373,First,Bhopal,22,0,10,2928743,2249860,2024874,25,10,2,670972,76.82,10,8,122.45,1
Skoda,Kushaq,2017,CNG,Manual,125824,First,Hyderabad,25,1498,6,1128672,329120,309372,41,6,8,783402,29.16,6.31,6,2.62,0
Hyundai,Tucson,2021,Petrol,Automatic,38265,First,Pune,15,1998,7,3232987,2279902,2029112,32,11,4,1042584,70.52,7.55,9,59.58,1
MG,ZS EV,2018,Petrol,Automatic,81768,First,Chandigarh,15,0,7,2871995,1479651,1346482,46,9,7,1412451,51.52,6.29,6,18.1,1
Renault,Duster,2023,Petrol,Manual,19048,First,Bangalore,12,1498,10,1293548,1090590,894283,23,18,2,231749,84.31,8.16,6,57.25,0
Mahindra,Scorpio,2019,Petrol,Manual,109851,Fourth,Kolkata,18,2184,5,1697835,823959,741563,39,10,6,863065,48.53,5.98,7,7.5,0
MG,Astor,2018,Petrol,Automatic,191930,Fourth,Pune,19,1497,6,1420292,671087,610689,40,9,7,715255,47.25,5.31,6,3.5,0
Kia,EV6,2020,Electric,Automatic,55308,Second,Chennai,260,0,6,7341546,4433559,3724189,21,16,5,2961767,60.39,7.53,8,80.16,1
Honda,Jazz,2024,Petrol,Manual,25744,Second,Lucknow,20,1199,10,1349374,1191767,1060672,18,11,1,157511,88.32,9.73,8,46.29,0
Kia,Seltos,2024,Petrol,Manual,17216,Third,Bangalore,18,1497,9,1505548,1373059,1125908,35,18,1,163199,91.2,10,8,79.75,0
Maruti,Baleno,2021,Petrol,Automatic,47364,First,Bhopal,13,1197,7,926957,596589,542895,51,9,4,318074,64.36,7.24,9,12.6,0
Maruti,Brezza,2023,Petrol,Automatic,17984,First,Nagpur,19,,8,1200059,987288,947796,32,4,2,212357,82.27,8.6,10,54.9,0
Skoda,Kodiaq,2024,Petrol,Manual,15073,Second,Lucknow,15,1984,10,5991768,5081618,4217742,23,17,1,756460,84.81,8.44,7,337.13,1
Mahindra,Thar,2024,Petrol,Automatic,14679,Third,Coimbatore,19,2184,9,2436192,2150670,1978616,20,8,1,272173,88.28,9.98,8,146.51,0
Ford,Figo,2020,Petrol,Automatic,115954,Third,Pune,19,1194,7,924037,619012,544730,37,12,5,316332,66.99,5.12,5,5.34,0
Volkswagen,Polo,2021,Petrol,Automatic,55089,Second,Mumbai,14,999,6,940832,665732,559214,28,16,4,282775,70.76,5.92,6,12.08,0
Nissan,Magnite,2017,Diesel,Automatic,140159,Second,surat,27,999,6,900405,425711,387397,36,9,8,490484,47.28,6.05,4,3.04,0
Skoda,Slavia,2022,Diesel,Manual,78714,Third,Coimbatore,26,1498,10,1401232,987027,819232,42,17,3,452371,70.44,7.18,7,12.54,0
Hyundai,i20,2023,CNG,Manual,45019,Third,Bangalore,24,1197,6,971159,816162,685576,33,16,2,178217,84.04,6.52,8,18.13,0
Maruti,Alto,2023,Petrol,Manual,30408,Second,Bhopal,14,796,8,516186,421052,387367,30,8,2,103305,81.57,7.63,10,13.85,0
Nissan,Terrano,2021,Petrol,Manual,66684,First,Nagpur,19,1461,8,1372460,931763,801316,23,14,4,410950,67.89,,5,13.97,0
MG,ZS EV,2015,Petrol,Automatic,168717,First,Chandigarh,18,0,5,1941453,526327,515800,41,2,10,1371010,27.11,5.79,6,3.12,1
Kia,Carens,2018,Petrol,Automatic,110634,Second,Coimbatore,21,1497,6,1375601,547764,536808,55,2,7,810206,39.82,5.94,6,4.95,0
